raw_user_id,seed,uniform NDCG@20,past-only NDCG@20,diff
AE26S34H35VYKTCKKRCGQR74BQ3Q,42,0,0,0
AE26VA2VTP5ZFTHJ77PQZP4SKSIA,42,0,0,0
AE26VLB7LPTJCHQWFUJCEOOTT44Q,42,0,0,0
AE26XL6AUW7XKDV6D4C4ARWI2KFA,42,0,0,0
AE26YUZOWPCYFJDNWNMLX5ZLEN6Q,42,0,0,0
AE272WWGUOKE3ZOUNDPQOZT3OXBA,42,0,0,0
AE27AGHD6ZB2UBJEZFTAOVTRRTJQ,42,0,0,0
AE27DNXIY3CRMHMTBHU745AAWVKA,42,0,0,0
AE27E4A6ZWOUTTQV2STIG72EYC6A,42,0,0,0
AE27PDCYMM4T2PJJYSRFEEWZKE4A,42,0,0,0
AE27PDI74FFZRH57L2HXVFVBIPTQ,42,0,0,0
AE27PF5C5WREVH37ZW6UMTRNFH4A,42,0,0,0
AE27R37EKHXKGX7XJPURCCCEKHKQ,42,0,0,0
AE27S24FRRZM7V366TUY6TOIM6PA,42,0,0,0
AE27T7GTCVMWQJZPBBEQMZM6Q4PA,42,0,0,0
AE27YXKVAXQH5RATZTO3VMF4DQQA,42,0,0,0
AE2AACUE4BLSQWCTYRBWZFF3FSVA,42,0,0,0
AE2APU2H5KEA7UHP6Q4OPQBJUESQ,42,0,0,0
AE2AQNXONKC74LFSNXBE4TPLLFHQ,42,0,0,0
AE2AQYVET37MCLOTQK3ZBVC44S3A,42,0,0,0
AE2AVPP5GH24ZVTJMGRKFWJJS6DA,42,0,0,0
AE2AX24CHIMFXFP7W2YRX3APHTGA,42,0,0,0
AE2AXSL53FKMW3BENBA2NSTH3TFA,42,0,0,0
AE2BBPZL7JF5VLN7EAET5M7YPJ5Q,42,0,0,0
AE2BE6VJTWUE2C67ZKKAANWAPT4A,42,0,0,0
AE2BFO7JW3I7DA7XEZ5ZWFB2JLXA,42,0,0,0
AE2BGSKNYZ5U4R6RM5ZBRAR4IEPQ,42,0,0,0
AE2BHVSLEWHZAMUVNRAAMCRRTN4A,42,0,0,0
AE2BHXDCNX7ATC6D3ZEUGCT4PWLA,42,0,0,0
AE2BJ4LVWDLWNMR5VVDGG3SW5I4Q,42,0,0,0
AE2BJEVFLNO5XFIYS25OF7SCRWWQ,42,0,0,0
AE2BJWIX332QZUO4UE27MEAGS3QQ,42,0,0,0
AE2BKOCA7UIMGTUJ5ZXD7KW7UD4Q,42,0,0,0
AE2BLEBLMHZ7KAW5ANDGMT3DHZZQ,42,0,0,0
AE2BMFUEDS643A3VFH53NTUDH4MQ,42,0,0,0
AE2BMHOJPIMS3E6ANKV6ZOLFKYVQ,42,0,0,0
AE2BOF5GOOKSTHXH2T3ZK72PSPAQ,42,0,0,0
AE2BOWE6EJUIJM73TCFIFCQDJQ2Q,42,0,0,0
AE2BPBEMBDENLZ4NLP5LMH67K7ZQ,42,0,0,0
AE2BRJO6OJE3RUZYB5KSBPUWFOLQ,42,0,0,0
AE2BU2LZYSSRXILCBCSNW2WOAPBQ,42,0,0,0
AE2BXXJKEMOMXZZQEBFNZDPUJXFQ,42,0,0,0
AE2BYGLKYIZLVOAFOOBE6PX2V3NQ,42,0,0,0
AE2BZNGMGU6XWM6IOMZBYPM6S3VQ,42,0,0,0
AE2C5V7PHADTXJQQYQ6G27T5W2AA,42,0,0,0
AE2CF2WMOQ33745DGFSHINAYYIXA,42,0,0,0
AE2CGUGXT3IVF2JF7DW7YZAYLRAQ,42,0,0,0
AE2CNKUDPTU6ZAMMJMZCK6BHL5UQ,42,0,0,0
AE2COOTNOQ2FDBZ23JGRQ5TAXAIQ,42,0,0,0
AE2CPDPKIVDQ74LWZK62TSKMUGFA,42,0,0,0
AE2CQJ2SQL6ZUPZ5YHQUP23MJQRA,42,0,0,0
AE2CQJWMFDRMSNHOUJ77WW3NLLEA,42,0,0,0
AE2CRAM2XOUIW6EMI3UIG7ZK3RQA,42,0,0,0
AE2CRO4TEWIZ3PFTAANJW6TS524Q,42,0,0,0
AE2CYICGY7KWUCXJ27QVCNKZQGWQ,42,0,0,0
AE2D5IWCWJ76RQDHPS2I2XX5LQ7Q,42,0,0,0
AE2D627FGDZROVDSFBU5SMLXDSLQ,42,0,0,0
AE2DERPY4PKIA4XCSVFFKMKB6U2A,42,0,0,0
AE2DGID6UXVCIHXHCAJ6CWYFON7Q,42,0,0,0
AE2DGPKAIATCOLTCK4SKRTHYV43Q,42,0,0,0
AE2DHTMAZEYCIM5XILNRL6AJKGOA,42,0,0,0
AE2DIWYWBGEEK3SVVVPHZ2WYGBYQ,42,0,0,0
AE2DJDPED3HKXHMYVW26OV2C6MSQ,42,0,0,0
AE2DNK32HRVNSIAIOPEGOZR4UMMA,42,0,0,0
AE2DPADQZHLBCZKFOY2O6WQTDTUA,42,0,0,0
AE2DPGAFT67LMC5K46PK6XOTI7UQ,42,0,0,0
AE2DSOOD4TZ7IZG7HUZ4GF2QVIIA,42,0,0,0
AE2DSQ6BFZY3D2BLEEAOL5TPGOTA,42,0,0,0
AE2DTJO5WEYOI4YE2KN4SB4UXUWQ,42,0,0,0
AE2DVDDBOCFJHUJ6HC5K2O6ZRLFQ,42,0,0,0
AE2DWPXVNRY3ZXBKYXVXOEEXOIBQ,42,0,0,0
AE2DXT56FV76UPJCXBEWZ72MVN2Q,42,0,0,0
AE2DYDSYHDEICKCIYLSMX3WWGZYA,42,0,0,0
AE2DZ6MFSKRMBC7PGNSY5GILBWAA,42,0,0,0
AE2DZAWFF3MZGLQBTPEDGFQTAC7A,42,0,0,0
AE2E5XUVVYR35CDZTHSG6RUEUB5A,42,0,0,0
AE2EAI6IQWC52EKN2Y2NM6BNOCNQ,42,0.33333333,0.38685281,0.053519474
AE2EDDFSDV46BD7NKYH6YR36M7WQ,42,0,0,0
AE2EF6OOCXGBI3XQ6Y6KMRT5KARA,42,0,0,0
AE2EIG63CCXAG3BAAO7HRLN7GR4Q,42,0,0,0
AE2EIP27RWUQRY2J3F3VQAF2KPBA,42,0,0.38685281,0.38685281
AE2ELNZO6NJ2YQKPVEXEOJYPQIKA,42,0,0,0
AE2EMXODPVP7QK3HK6ABDTW2A4HQ,42,0,0,0
AE2EOKBIGKDR753BSUY6TLEZW3BA,42,0,0,0
AE2EVL7X27LRGU3FVFH4PVHK7KOQ,42,0,0,0
AE2EXFKIPL4FKN2B4VFJWCMISYWQ,42,0,0,0
AE2EZXR6R6P77CLQC6VA6VAJODAQ,42,0,0,0
AE2F37UVSS2NE7TVSSIDMQOKBJ2Q,42,0,0,0
AE2F4OYK26KOGHJHUDYE2WSHBF2Q,42,0,0,0
AE2F5YYWJJNZUJLQMF2ICIEASGUA,42,0,0,0
AE2FADU4CZQOFCOT3OTKQQ2AFCAA,42,0,0,0
AE2FBX4X2PJNWXDD5XTSZVJWKOIQ,42,0,0,0
AE2FDEW3ECTMQAZ5IDGLDMULP75A,42,0,0,0
AE2FJBXYHACBZKJ6LDNKVB3H7VKA,42,0,0,0
AE2FKTSX4L3CKCEMVZTFPCDBZOJA,42,0,0,0
AE2FR7SKS6WTM5HLF6Z7JAUJEYLQ,42,0,0,0
AE2FTM3AQPSWQLEM5VDVQA5WQ3AA,42,0,0,0
AE2FUHLV2BZXAAI24ZELZYX5OPCA,42,0,0,0
AE2FW2V4QHTZAO55BW4XGUQCLMSQ,42,0,0,0
AE2FXJRB5LLHT6KBDXFML7DS4H5Q,42,0,0,0
AE2G3LFSPEAED4TINDECWPULM4SA,42,0,0,0
AE2G43CAQXSMIKHBIF3U6VUHO7LA,42,0,0,0
AE2G6SBYKGU76NKXMQ3ISYWJNOHA,42,0,0,0
AE2G7LHNL4YQI5EQHO6RIGHESR7A,42,0,0,0
AE2G7WSYCYYYE6LND45W44SNEZ7Q,42,0,0,0
AE2GEBBFFAKKYV7LXXJSG6USZV4A,42,0,0,0
AE2GKPUPUMKN6QIEQ4PTZASS4MQQ,42,0,0,0
AE2GTDKIUZZQNMHBXOQHNWZBXTTA,42,0,0,0
AE2GWDQR5P5V2XSYRQEN44OYQ3JA,42,0,0,0
AE2H3NCUR2LRXCWGOYDLVXQTMXEQ,42,0,0,0
AE2H6CV4NDORZFEKRRUZS2ZILRAA,42,0,0,0
AE2HBC3MXIXD4UUC6LYDU4MZSJ7Q,42,0,0,0
AE2HBGLUIDQIL24N4WIZWGI2M2WQ,42,0,0,0
AE2HDPZABIOHFVMZNUKYRM3P2EYA,42,0,0,0
AE2HFL7IEHOZG762MVFH2ZV6GDSQ,42,0,0,0
AE2HFSAAFTO5UKIMF2Z5CZ5VNTNA,42,0,0,0
AE2HGHS232XBSRSYQYLJTPYTMSXQ,42,0,0,0
AE2HGKYKCUSOSU5CS6VNGI3XXZAA,42,0,0,0
AE2HH77RXMGSRINK2RKJGAPE7IOA,42,0,0,0
AE2HHAM7WKIIOPVLNJQERLWNYTLA,42,0,0,0
AE2HJ7INYWHVHBY7TT7J2QHCWGZA,42,0,0,0
AE2HKB3WOWROJE534SEFOXU2ET3A,42,0,0,0
AE2HLIBRZ2M4GBFSD3C6DXPD7DNA,42,0,0,0
AE2HOGEDB6AACRLLOPS4YI4B6PTQ,42,0,0,0
AE2HOW6ULHS6LY4TH3CNX6P6U5FQ,42,0,0,0
AE2HREHQJATUHD3YFI5SGUWR5VIQ,42,0,0,0
AE2HSLNIQXW4AYIMVZOQ5S36T5LQ,42,0,0,0
AE2HUSETZB726ZKO6DFKPZUHULVQ,42,0,0,0
AE2HVLFNS5GQEM6HSO55SFITK5LQ,42,0,0,0
AE2HWNMFQL2XDAVFAONXNFU2T5SA,42,0,0,0
AE2I7FRTYWRLMVSHRF2YY3YF4DEA,42,0,0,0
AE2IA6FXEBRBJTCI3777FU4DZYMQ,42,0,0,0
AE2IDSJ2BXY6FJN5UI5ZNRACJ4ZQ,42,0,0,0
AE2IDVHSPKQ6WGM2Q4YP4FNKQGEQ,42,0,0,0
AE2IEP5QIDW3IQ2N356G7ZUDNQNQ,42,0,0,0
AE2IHEKBBUUB5CLIU32QFJ2UHZLQ,42,0,0,0
AE2II4A4VESYCCDQ6XZOZSDHVQOQ,42,0,0,0
AE2IJ7OILAUYECAHODWZJ2GFXEOQ,42,0,0,0
AE2IJMIHM4XRZXU3TW3JKZVHDTJQ,42,0,0,0
AE2IJSTCOU3UNON2EAEGLAKA27EA,42,0,0,0
AE2ILF2PK2MK2YQX4UBOIHR7YGZQ,42,0,0,0
AE2INX3PWBE4W6ZT5DADGYPGI7RA,42,0,0,0
AE2ISZUYUETFXQQU3GLBP46OEPTA,42,0,0,0
AE2IUU73DHC274NG7CLHJY7QOQMA,42,0,0,0
AE2IWF5KT2VI7MWSJXX3LOX3LNSA,42,0,0,0
AE2IXS44ZDWKYFI3RAH5S7OEQW6Q,42,0,0,0
AE2J3KYMTDYJ2TYA3NCQVRW4P7JA,42,0,0,0
AE2J4DKDOZJPDZSMLPPGQ4ZWYW3A,42,0,0,0
AE2J66J5KT5I6U2BHNBJUINVQ3QQ,42,0,0,0
AE2J7VSJYJQV534RI4INLBSSCXLQ,42,0,0,0
AE2JEEEL7Y5WGFWMZTR5MCAV3DNA,42,0,0,0
AE2JG5H2LR6DJU7AYD6F4PWYXTQA,42,0,0,0
AE2JJFMF3FQOZ24T7IAWVDXEWJMA,42,0,0,0
AE2JLMQD6YCRJJ5FEAVSM2WMLSTQ,42,0,0,0
AE2JNYUC3G2WBT5SGQLICTRUXVPA,42,0,0,0
AE2JOYAPZZAD4CELLYLMWAE4Y6RQ,42,0,0,0
AE2JPM5EI76MYK7LOHYXV4N4TZAQ,42,0,0,0
AE2JTI2KXY5XYJXKWAG4CZUDYE2Q,42,0,0,0
AE2K3L7FVRZYH4UR26XND46BQWZA,42,0,0,0
AE2K4NKXFDXLASZ4KEOQV2QTEMKA,42,0,0,0
AE2K6NGRXS6NMFLFWUMEYT7N4NPA,42,0,0,0
AE2K7L6AFUOQPMLISEVAGIEUFMIA,42,0,0,0
AE2K7QZM47HMPFLSL6Q6JUXZC5EQ,42,0,0,0
AE2KALPV2WOCPCJTGASGHBU57BYA,42,0,0,0
AE2KBOIBVPY6T5HKKFE4W24LSW4Q,42,0,0,0
AE2KEOUKOGBNBQ4NJHIO3AZJHJCQ,42,0,0,0
AE2KG3NKMS6CAIIO2AS6TADNMR6Q,42,0,0,0
AE2KHM4AN4BT4UNM32FL2DNLKX5Q,42,0,0,0
AE2KJBLOTCT7CZLI4UUOLCIBVHSQ,42,0,0,0
AE2KKREZLIIMGVXGRJKGX75OS6LA,42,0,0,0
AE2KLLQ2MOJH77E34CO6A5DP66DQ,42,0,0,0
AE2KMVKSONVRRZNYTGM7747DUL3A,42,0,0,0
AE2KNFUFEL2IOFPWMMZBWHTO63FQ,42,0,0,0
AE2KRLW36TPRXYIPJGHOOMXTVURA,42,0,0,0
AE2KSRUICV6WGEVHFKG3AP72NEOA,42,0,0,0
AE2KXUKUAUMI6N6YEOAOFG6ENBKA,42,0,0,0
AE2KZLYTYRPENDSRR4TNWQKK5QWA,42,0,0,0
AE2L3Y467ENIB5U6ZJAW2UPBW73A,42,0,0,0
AE2L6Z2ULOLGTFYYJTX73H7QJMKA,42,0,0,0
AE2L7Y5XKP6BCOZTISAOYOSWKOSQ,42,0,0,0
AE2LDW45UWO7CSO6KYUFPJRJ2VCA,42,0,0,0
AE2LGHFB4SW3AXTBPYM7OV7KDBCA,42,0,0,0
AE2LJBTSFZHI7VMLCOPBXL2UTMBQ,42,0,0,0
AE2LMRHFMF4TTQHB3WMOHI3C76BQ,42,0,0,0
AE2LQBCC6UQ5H2XH7VXUKUDZQJ6A,42,0,0,0
AE2LRHBDRULKZTUHODKJQRK3R43Q,42,0,0,0
AE2LSFY476WGDBUX5QPZPBRNOKGA,42,0,0,0
AE2LSOHAEDNGOI7OZUYWCMEO7DSA,42,0,0,0
AE2LUPYW3ONPSNK6CMFX6FU3CE5Q,42,0,0,0
AE2LVIFC3L2Y2QTLPYUNYPRPW44Q,42,0,0,0
AE2LZVC7IQ36DMI55DZBNJAPQVRQ,42,0,0,0
AE2M3BNMBZJMQE34P4KE3CC7BLTA,42,0,0,0
AE2MAU6NNHQIZ4J362VLFSHMT6WQ,42,0,0,0
AE2MBXIXQH6IAN6ZRQSUUPTOLW6Q,42,0,0,0
AE2MFTMB3ASI43D2XBQ3UGMDNV3A,42,0,0,0
AE2MGOP7ZMOJXOXCUYSMFJD3D5SA,42,0,0,0
AE2MGYTLHBJXUGMDPAEB5OMPPHDA,42,0,0,0
AE2MKQFQVMOGO6ND3UBIDBUX7KOQ,42,0,0,0
AE2ML7CGFAJY2JLNUTMWZJJKOO5A,42,0,0,0
AE2MP4WDP7QM2TWU2XYUUPCZW3XA,42,0,0,0
AE2MPKAPGR5TQOK7YNTZEYIYD6SA,42,0,0,0
AE2MTX7DFREKGZ6BQVTAQ6NN5VUA,42,0,0,0
AE2MYGKCSUVWVLYUVDQLPODPP55A,42,0,0,0
AE2MZXV6MN7FGQAWXW3QRCVLTOEQ,42,0,0,0
AE2N4U4PSMS6DBPUFJIQ5F4NS2NA,42,0,0,0
AE2N7KTO33I33DIO6GWDMRSILYRA,42,0,0,0
AE2NACQBHAUHBDRTQELPWVFBQ76A,42,0,0,0
AE2NEEVOLTUTURVN6PRMXCQYHDSA,42,0,0,0
AE2NFR4CTBDF43V2HSFJPE3EDQ4A,42,0,0,0
AE2NHFF2XMGEBMOP4ZJ53WGS4LSA,42,0,0,0
AE2NJURNDLVAP2TWTRATZQ24HPVA,42,0,0,0
AE2NKGBSGRUYCQDALCJMZPVOO6DA,42,0,0,0
AE2NMEX3VCMTYVTSIHFROFNO7RJA,42,0,0.31546488,0.31546488
AE2NNI6XLHZWVBR33QUYQOOJJ2YQ,42,0,0,0
AE2NNQZMKFRZKE3CXQFZHDBAE7UQ,42,0,0,0
AE2NPCAR4EGEBIYEGB53GTITCQIQ,42,0,0,0
AE2NPIUDKWNA3FKLFV7A7NIYFVFA,42,0,0,0
AE2NT3RMDE3SXWBF4MBRX6UCJOHA,42,0,0,0
AE2NXPFNTLPR44MGA5LO437LX6XQ,42,0,0,0
AE2NXVYTTFMYNPP4YNTZJMTQD2JA,42,0,0,0
AE2O34FJAUMZNUBDWMGKX5DLDDNA,42,0,0,0
AE2O34K6JBB33YKTFG3L2BJIRHNQ,42,0,0,0
AE2O3ILK5NSTCKTW55JZQLXMX5XQ,42,0,0,0
AE2O4FKTPQ72WNS2WCCWZSO7VYPA,42,0,0,0
AE2O7ZIVEPVM42LXXGSJY2LII3JQ,42,0,0,0
AE2OCON3HQ7I4ADHPE2L3URKCTUA,42,0,0,0
AE2OFJQNXO4NM3DM52QPOOBJLPDQ,42,0,0,0
AE2OFM25HZG2U32Z3AGCKWJENEGA,42,0,0,0
AE2OI3W3AX7F4RDGRLAHUSC4ENOQ,42,0,0,0
AE2OICTDXE2SWGJI2S4KZWFVII7A,42,0,0,0
AE2OQS4U3AKUVVMYMKKQPOJOVMMA,42,0,0,0
AE2OR6243AWGD4VAPII4MDFPDYAQ,42,0,0,0
AE2OUFQ2RD4CZLYO645XUAXHBRJA,42,0,0,0
AE2OXCWEPGRYEBRJSOGYHH7ZG2EA,42,0,0,0
AE2P7OCWUA6FS7O5XVYVZT3AYZZQ,42,0,0,0
AE2PFBKHIQ27RJFUYTXLFYZCV2CQ,42,0,0,0
AE2POHURS5CRCU4UUYQFMM6EWSBQ,42,0,0,0
AE2PQ7QOJHCIXETTSUWCFM5IUM7Q,42,0,0,0
AE2PTB3XP73DPVUME763BVCQTUTA,42,0,0,0
AE2PTCFIEKW6ZQQQV7N2I5AYKC2A,42,0,0,0
AE2PTYEPJJLMQW73OGG6FQO37PYQ,42,0,0,0
AE2PXSX2X4H3X5ZYQQUHVB22BAWA,42,0,0,0
AE2PXVFNMHKMNHQMVCDPENN5MTNA,42,0,0,0
AE2PYNX5K2SO6X7X2MOXPVZWFIFA,42,0,0,0
AE2Q23DIPOX6P5US3XSRZUGOCMZQ,42,0,0,0
AE2Q3BJOAIA6KH765YYE6LTV6YPA,42,0,0,0
AE2Q5F4MYVTA4HVTCH5U7VS53ZTA,42,0,0.28906483,0.28906483
AE2QESVYJ52OMV6PGRIAVRPQRQYA,42,0,0.21398626,0.21398626
AE2QRA4MS3CA5Z57HS6GFQOMT37Q,42,0,0,0
AE2QRBWXSM2LC2ABYS46G6JOFS4A,42,0,0,0
AE2QRP6BQLKP2SH7GAI6OWMLD3FA,42,0,0,0
AE2QSFHEOW4BB7WD4V2T4WRWOYYA,42,0,0,0
AE2QV2UXAU6VF5VS6Y252QG6HHTA,42,0,0,0
AE2QVUUN5SXSDAUULOYZQVK7G2SA,42,0,0,0
AE2QWDJMZVPIUEHFKIVAIDIZXCCA,42,0,0,0
AE2QWNOS5AT2ZJV5LTDHVCZEMRSQ,42,0,0,0
AE2QZG6RHAGV2MZOQIC7DJC2XIYA,42,0,0,0
AE2R6IR6EX3W6EONZ5IRM6F2NOYQ,42,0,0,0
AE2R7SBV4UHJQT6ML7WMB57FV3MQ,42,0,0,0
AE2RD2IQ4FQIWXOM75A5PYUTD67Q,42,0,0,0
AE2RDYUOD2KILIAN7MM425M5PZSQ,42,0,0,0
AE2RIFYJYVDSLZCEER4MAOELTWPA,42,0,0,0
AE2RLFF32UNSSLTDS7DC7UMSE5UQ,42,0,0,0
AE2RLTSZH3VQJ56DHRKPVD3PN3GA,42,0,0,0
AE2RSNNSODJXHIW7WFRTKQJOKFGA,42,0,0,0
AE2RWVXSUAE4FELKCPUCEL6CYUDQ,42,0,0,0
AE2RXERNQZIZQ36WYS6A7IOIYFAQ,42,0,0,0
AE2RXOZQXVUR5IXIWUXCCYFXLM5A,42,0,0,0
AE2S6CRVXBJB57DG52O7H2TXQMSQ,42,0,0,0
AE2SA2MYLH6MPTQKSFFBVZNTPOBA,42,0,0,0
AE2SAVURIJ3CWZU4NOTZQXKZCPIQ,42,0,0,0
AE2SCDIWYUAXH5YVOPHGSQSN7XYQ,42,0,0,0
AE2SCFJ5XG7EESJGIRTTUAUWAH2A,42,0,0,0
AE2SCINB3MCPSEDOON6JN3RMGO7Q,42,0,0,0
AE2SFOUSTJGMPJJGCM6ALMJV4YQA,42,0,0.21840744,0.21840744
AE2SIBE7T54SI3OYQAVRAJYZUXGQ,42,0,0,0
AE2SIM5SBGNICBKCU63IX5CRNYWQ,42,0,0,0
AE2SMA4ODTP2WMUBZ4W3OGOFSTVA,42,0,0,0
AE2SMCPOALTJXPTASSKTJR2RXZNQ,42,0,0,0
AE2SNRRZJNFP7YG27THKNRPLIG5A,42,0,0,0
AE2SOG5IHVBFHZO7E2S4FWGLFBGQ,42,0,0,0
AE2SOLEUGQYPHP3EODHMVJUBC2RQ,42,0,0,0
AE2SP6LQLYWCW6WTHDZIHX2XEQMQ,42,0,0,0
AE2SUG2THH54WHNII5M7S37YMLHQ,42,0,0,0
AE2SWEONC5YNFEK57VSBN7Y2HJSA,42,0,0,0
AE2SXIPNKKACYLBF47YUQX65EQIA,42,0,0,0
AE2SZVVF5RFEOLHH2HA2IUAQTN7A,42,0,0,0
AE2T2YUDVTZFQWXGVKLALBRV3T2Q,42,0,0,0
AE2TBMAH4E7APF7J764SYD4YVZEQ,42,0,0,0
AE2TCJ6EXR6BNC3JSA4O7B4HNGMA,42,0,0,0
AE2TG7E7IXEDN4JZPU3CZF4EE4VA,42,0,0,0
AE2TJXEPWIGV73QCJ74OXEXGXNNA,42,0,0,0
AE2TK5BA5BRDNTTW5JWBZCCFDATA,42,0,0.23719771,0.23719771
AE2TKS5BWSJVJQOVQDOLREFOQECA,42,0,0,0
AE2TQVUA33PUUW4GZHJBCCAIY7DA,42,0,0,0
AE2TRC4HOEG2DZ2CEAVM75SMPU2A,42,0,0,0
AE2TYBUTUB2RTFD7JFUMYH4SXTPA,42,0,0,0
AE2U2E5TSZMH4DT4N2VUAATGX3QQ,42,0,0,0
AE2U4XCOG7B7W2PPTAZILXYWSM7Q,42,0,0,0
AE2U5LCPJMO33BH7XTCQ42VFY52A,42,0,0,0
AE2UDDGZG4BL64MGVZRQUTDERWAA,42,0,0,0
AE2UFDEL7IZF7RRKXV53TQBJ3O7A,42,0,0,0
AE2UOXOJSNSGXLPL7VJZCDBAKYJQ,42,0,0,0
AE2UQH7MP7IGWFBIPOSWZ74QUBFQ,42,0,0,0
AE2UQSO5WDRPRPC46XZXUAUGF44A,42,0,0,0
AE2UTM7G5GOD2J3RHTRENKJ7UYWA,42,0,0,0
AE2UTXKTHRVYNXKYZWWLJJ3MLQGQ,42,0,0.16569577,0.16569577
AE2UXBLXR4DQHP2RM32MDLKCRUNQ,42,0,0,0
AE2V2FJBINERBHFVGQJKCRHAN6PA,42,0,0,0
AE2V2XCRMP74Z427UGYU7WMJZCVA,42,0,0,0
AE2V3TIUWXKKAZ4EPPLF5LIGHQ2Q,42,0,0,0
AE2V4VS7PIWLYBBRR7GWJLQSZ74Q,42,0,0,0
AE2V52LF7FNB73OYLAIDLUPNN6ZA,42,0,0,0
AE2V5VR5NZUZU2UHCILYV2NHHTBA,42,0,0,0
AE2V5WZJS6RPBI25CRY5AM4WS62Q,42,0,0,0
AE2V63GO55I5QJEIIMUGNSX3FSIQ,42,0,0,0
AE2V7JOT5JDNMPAO5YDGRPCREU4A,42,0,0,0
AE2VAANUSJAUUP2GKOLMVM2NKAEQ,42,0,0,0
AE2VAFVBBKUE5D32HSYMFCIF352Q,42,0,0,0
AE2VAJDJUJHC5HDJAN7LRME3XYTQ,42,0,0,0
AE2VARVZVXPLSNJGSWYKLHWAJXDQ,42,0,0,0
AE2VD4VV2APTSFWZU5C44K4P63GA,42,0,0,0
AE2VEUE5SNYVEXZVYB2XW7CYZKSA,42,0,0,0
AE2VIDI4VNZQRUVPOZVP6VYZMXCA,42,0,0,0
AE2VJL7UDANBMUMMQVWUMOYFSUEA,42,0,0,0
AE2VO3GGUN4637MICPGZ4CQ3HNLA,42,0,0,0
AE2VPZTOXCJB5MZN4T77HXFUHDRA,42,0,0,0
AE2VRJQRSRKSWFUJCC6UEJ2TKNGQ,42,0,0,0
AE2VUWOHWY5ZBGQ3CGMBW6WCE2UQ,42,0,0,0
